rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
9219,star wars: jedi power battles,gba,2002.0,action,thq,0.1,0.04,0.0,0.0,0.14
9220,ultimate muscle - the kinnikuman legacy: legends vs new generation,gc,2002.0,fighting,namco bandai games,0.04,0.01,0.08,0.0,0.14
9221,hard rock casino,psp,2007.0,misc,oxygen interactive,0.12,0.0,0.0,0.01,0.14
9222,space venus starring morning musume,ps2,2001.0,misc,sony music entertainment,0.0,0.0,0.14,0.0,0.14
9223,to heart,ps,1999.0,adventure,aqua plus,0.0,0.0,0.13,0.01,0.14
9224,wild arms xf,psp,2007.0,role-playing,505 games,0.07,0.0,0.06,0.01,0.14
9225,doukyuusei,tg16,1995.0,adventure,nec,0.0,0.0,0.14,0.0,0.14
9226,rockman & forte,snes,1998.0,platform,capcom,0.0,0.0,0.14,0.0,0.14
9227,persona 4: arena ultimax,ps3,2014.0,fighting,atlus,0.0,0.01,0.13,0.0,0.14
9228,nba 2k13,wiiu,2012.0,sports,take-two interactive,0.08,0.04,0.0,0.01,0.14
9229,science papa,wii,2009.0,misc,activision,0.12,0.01,0.0,0.01,0.14
9230,yu-gi-oh! nightmare troubadour (jp sales),ds,2005.0,action,konami digital entertainment,0.0,0.04,0.1,0.0,0.14
9231,mysims collection,wii,2010.0,misc,electronic arts,0.13,0.0,0.0,0.01,0.14
9232,cities: skylines,pc,2015.0,simulation,paradox interactive,0.0,0.13,0.0,0.01,0.14
9233,football manager 2012,psp,2011.0,sports,sega,0.0,0.1,0.0,0.04,0.14
9234,ape escape academy (jp sales),psp,2004.0,misc,sony computer entertainment,0.0,0.0,0.13,0.0,0.14
9235,fifa 06 soccer,gc,2005.0,sports,electronic arts,0.11,0.03,0.0,0.0,0.14
9236,rayman arena,gc,2002.0,racing,ubisoft,0.11,0.03,0.0,0.0,0.14
9237,parappa the rapper,psp,2006.0,misc,sony computer entertainment,0.1,0.0,0.02,0.01,0.14
9238,4x4 evo 2,gc,2002.0,racing,vivendi games,0.11,0.03,0.0,0.0,0.14
9239,x-blades,ps3,2009.0,action,southpeak games,0.07,0.03,0.02,0.02,0.14
9240,pro yakyuu netsu star 2006,ps2,2006.0,sports,namco bandai games,0.0,0.0,0.14,0.0,0.14
9241,the history channel: civil war - a nation divided,x360,2006.0,shooter,activision,0.13,0.0,0.0,0.01,0.14
9242,zetta hero project: unlosing ranger vs. darkdeath evilman,psp,2010.0,role-playing,nippon ichi software,0.07,0.0,0.06,0.01,0.14
9243,cyber sled,ps,1995.0,action,sony computer entertainment,0.0,0.0,0.13,0.01,0.14
9244,puyo puyo!! 20th anniversary,ds,2011.0,puzzle,sega,0.0,0.0,0.14,0.0,0.14
9245,famista returns,3ds,2015.0,sports,namco bandai games,0.0,0.0,0.14,0.0,0.14
9246,bust-a-move deluxe,psp,2006.0,puzzle,505 games,0.13,0.0,0.0,0.01,0.14
9247,i spy: universe,ds,2010.0,puzzle,scholastic inc.,0.13,0.0,0.0,0.01,0.14
9248,shining soul,gba,2002.0,role-playing,atari,0.03,0.01,0.09,0.0,0.14
9249,littlest pet shop: spring,ds,2009.0,simulation,electronic arts,0.12,0.0,0.0,0.01,0.14
9250,the amazing race,wii,2010.0,misc,ubisoft,0.13,0.0,0.0,0.01,0.14
9251,alvin and the chipmunks,ds,2007.0,misc,brash entertainment,0.12,0.0,0.0,0.01,0.14
9252,far cry: primal,pc,2016.0,action,ubisoft,0.04,0.09,0.0,0.01,0.14
9253,bejeweled 3,x360,nan,puzzle,unknown,0.13,0.0,0.0,0.01,0.14
9254,need for speed underground 2,ds,2005.0,racing,electronic arts,0.11,0.02,0.0,0.01,0.14
9255,dead rising 2,pc,2010.0,action,capcom,0.1,0.02,0.0,0.01,0.14
9256,let's cheer,x360,2011.0,misc,take-two interactive,0.12,0.0,0.0,0.01,0.14
9257,happy feet,wii,2006.0,action,midway games,0.12,0.0,0.0,0.01,0.14
9258,in the hunt,ps,1995.0,shooter,thq,0.03,0.02,0.07,0.01,0.14
9259,daytona usa championship circuit edition,sat,1995.0,racing,sega,0.0,0.0,0.14,0.0,0.14
9260,major league baseball 2k8,wii,2008.0,sports,take-two interactive,0.13,0.0,0.0,0.01,0.14
9261,marvel vs. capcom 2: new age of heroes,xb,2002.0,fighting,capcom,0.09,0.03,0.01,0.0,0.14
9262,snk vs. capcom: the match of the millennium,ps2,2006.0,fighting,sega,0.0,0.02,0.0,0.12,0.14
9263,blazblue: chrono phantasma extend,ps4,2015.0,action,pqube,0.07,0.03,0.02,0.02,0.14
9264,alone in the dark: inferno,ps3,2008.0,adventure,atari,0.09,0.03,0.0,0.02,0.14
9265,rogue warrior,ps3,2009.0,shooter,bethesda softworks,0.11,0.02,0.0,0.01,0.14
9266,singstar: ultimate party,ps3,2014.0,misc,sony computer entertainment europe,0.0,0.12,0.0,0.02,0.14
9267,the x-factor,ps3,2010.0,misc,deep silver,0.0,0.1,0.0,0.03,0.14
9268,fear factor: unleashed,gba,2004.0,action,hip interactive,0.1,0.04,0.0,0.0,0.14
9269,avatar: the last airbender - the burning earth,x360,2007.0,action,thq,0.11,0.01,0.0,0.01,0.14
9270,vampire moon: the mystery of the hidden sun,ds,2010.0,adventure,city interactive,0.12,0.01,0.0,0.01,0.14
9271,paws & claws: pet vet 2,ds,2007.0,simulation,thq,0.13,0.0,0.0,0.01,0.14
9272,g.i. joe: the rise of cobra,ds,2009.0,action,electronic arts,0.11,0.01,0.0,0.01,0.14
9273,football manager 2014,psv,2013.0,sports,sega,0.0,0.1,0.0,0.04,0.14
9274,bit.trip saga,3ds,2011.0,misc,rising star games,0.09,0.04,0.0,0.01,0.14
9275,touch my katamari,psv,2011.0,puzzle,namco bandai games,0.08,0.04,0.0,0.02,0.14
9276,motogp '06,x360,2006.0,racing,thq,0.11,0.01,0.0,0.01,0.14
9277,houshinengi,ps,1998.0,strategy,tecmo koei,0.0,0.0,0.13,0.01,0.14
9278,7th dragon,ds,2009.0,role-playing,sega,0.0,0.0,0.14,0.0,0.14
9279,pet pals: animal doctor,wii,2008.0,simulation,jowood productions,0.13,0.0,0.0,0.01,0.14
9280,lego island xtreme stunts,gba,2002.0,racing,lego media,0.1,0.04,0.0,0.0,0.14
9281,cruise ship vacation games,wii,2009.0,puzzle,avanquest,0.13,0.0,0.0,0.01,0.14
9282,yu-gi-oh! gx: tag force,psp,2006.0,strategy,konami digital entertainment,0.09,0.03,0.0,0.02,0.14
9283,gourmet chef: cook your way to fame,ds,2008.0,misc,ubisoft,0.13,0.0,0.0,0.01,0.14
9284,learn math,ds,2009.0,puzzle,dreamcatcher interactive,0.13,0.0,0.0,0.01,0.14
9285,nitrobike,wii,2008.0,racing,ubisoft,0.11,0.01,0.0,0.01,0.14
9286,magnetica,ds,2006.0,puzzle,nintendo,0.08,0.01,0.03,0.01,0.14
9287,world soccer winning eleven 9 bonus pack,ps2,2006.0,sports,konami digital entertainment,0.0,0.0,0.14,0.0,0.14
9288,uefa euro 2004: portugal,ps2,2004.0,sports,electronic arts,0.07,0.05,0.0,0.02,0.14
9289,hot wheels: world race,gba,2003.0,racing,thq,0.1,0.04,0.0,0.0,0.14
9290,mlb 14: the show,psv,2014.0,sports,sony computer entertainment america,0.11,0.0,0.0,0.02,0.14
9291,dragon age origins: awakening,pc,2010.0,role-playing,electronic arts,0.01,0.1,0.0,0.02,0.14
9292,scene it? bright lights! big screen!,x360,2009.0,misc,warner bros. interactive entertainment,0.12,0.0,0.0,0.01,0.14
9293,nba jam,xb,2003.0,sports,acclaim entertainment,0.1,0.03,0.0,0.0,0.14
9294,shining resonance,ps3,2014.0,role-playing,sega,0.0,0.0,0.14,0.0,0.14
9295,world tour soccer 2002,ps2,2001.0,sports,sony computer entertainment,0.07,0.05,0.0,0.02,0.14
9296,interactive sampler disc 6,ps,1997.0,misc,sony computer entertainment,0.08,0.05,0.0,0.01,0.14
9297,let's play ballerina,ds,2010.0,sports,deep silver,0.13,0.0,0.0,0.01,0.14
9298,wild earth: african safari,wii,2008.0,simulation,majesco entertainment,0.11,0.02,0.0,0.01,0.14
9299,apex,xb,2003.0,racing,atari,0.1,0.03,0.0,0.0,0.14
9300,kamen rider battle: ganbaride,ds,2010.0,strategy,namco bandai games,0.0,0.0,0.14,0.0,0.14
9301,tomb raider: the prophecy,gba,2002.0,action,ubisoft,0.1,0.04,0.0,0.0,0.14
9302,vampire night,ps2,2001.0,shooter,sony computer entertainment,0.07,0.05,0.0,0.02,0.14
9303,kororinpa: marble mania,wii,2006.0,puzzle,nintendo,0.08,0.02,0.03,0.01,0.14
9304,open season,ds,2006.0,platform,ubisoft,0.12,0.0,0.0,0.01,0.14
9305,guilty gear,ps,1998.0,fighting,virgin interactive,0.03,0.02,0.07,0.01,0.14
9306,battlefield: hardline,pc,2015.0,shooter,electronic arts,0.0,0.13,0.0,0.01,0.14
9307,game party: champions,wiiu,2012.0,action,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.14
9308,divinity ii: the dragon knight saga,x360,2010.0,role-playing,focus home interactive,0.11,0.02,0.0,0.01,0.14
9309,world championship poker 2: featuring howard lederer,psp,2005.0,misc,505 games,0.12,0.0,0.0,0.01,0.14
9310,mary-kate and ashley: crush course,ps,2001.0,action,acclaim entertainment,0.08,0.05,0.0,0.01,0.14
9311,nhl breakaway 98,ps,1996.0,sports,acclaim entertainment,0.08,0.05,0.0,0.01,0.14
9312,disney's cinderella: magical dreams,gba,nan,platform,disney interactive studios,0.1,0.04,0.0,0.0,0.14
9313,top shot arcade,wii,2011.0,shooter,activision,0.13,0.0,0.0,0.01,0.14
9314,imagine: fashion stylist,ds,2010.0,simulation,ubisoft,0.13,0.0,0.0,0.01,0.14
9315,pro evolution soccer 2015,xone,2014.0,sports,konami digital entertainment,0.02,0.1,0.0,0.01,0.14
9316,red orchestra 2: heroes of stalingrad,pc,2011.0,shooter,tripwire interactive,0.04,0.07,0.0,0.02,0.14
9317,tiger woods pga tour 2005,gc,2004.0,sports,electronic arts,0.1,0.03,0.0,0.0,0.14
9318,deepak chopra's leela,wii,2011.0,misc,thq,0.11,0.01,0.0,0.01,0.14
9319,tom clancy's ghost recon,wii,2010.0,shooter,ubisoft,0.11,0.01,0.0,0.01,0.14
9320,007: quantum of solace,ds,2008.0,action,activision,0.11,0.01,0.0,0.01,0.14
9321,salt lake 2002,ps2,2002.0,sports,eidos interactive,0.07,0.05,0.0,0.02,0.14
9322,espn mlb baseball,xb,2004.0,sports,sega,0.1,0.03,0.0,0.0,0.14
9323,ncis,wii,2011.0,adventure,ubisoft,0.08,0.04,0.0,0.01,0.14
9324,little league world series baseball 2009,ds,2009.0,sports,activision,0.13,0.0,0.0,0.01,0.14
9325,gladius,xb,2003.0,strategy,activision,0.1,0.03,0.0,0.0,0.14
9326,legends of wrestling,xb,2002.0,fighting,acclaim entertainment,0.1,0.03,0.0,0.0,0.14
9327,queen's gate: spiral chaos,psp,2011.0,role-playing,namco bandai games,0.0,0.0,0.14,0.0,0.14
9328,nayuta no kiseki,psp,2012.0,action,nihon falcom corporation,0.0,0.0,0.14,0.0,0.14
9329,back at the barnyard: slop bucket games,ds,2008.0,sports,thq,0.12,0.0,0.0,0.01,0.14
9330,quick yoga training,ds,2008.0,misc,ubisoft,0.13,0.0,0.0,0.01,0.14
9331,fashion studio: paris collection,ds,2009.0,misc,ubisoft,0.13,0.0,0.0,0.01,0.13
9332,legendary,ps3,2008.0,shooter,atari,0.08,0.03,0.0,0.02,0.13
9333,spy hunter 2,xb,2003.0,racing,midway games,0.1,0.03,0.0,0.0,0.13
9334,peppa pig: fun and games,wii,2010.0,misc,ubisoft,0.0,0.12,0.0,0.02,0.13
9335,backyard soccer,ps,2001.0,sports,infogrames,0.07,0.05,0.0,0.01,0.13
9336,final fantasy xi: rise of the zilart,ps2,2003.0,role-playing,square enix,0.0,0.0,0.13,0.0,0.13
9337,james bond 007: nightfire,gba,2003.0,shooter,electronic arts,0.1,0.04,0.0,0.0,0.13
9338,nobunaga no yabou: tendou,ps3,2010.0,strategy,tecmo koei,0.0,0.0,0.13,0.0,0.13
9339,medalot 7,3ds,2012.0,action,rocket company,0.0,0.0,0.13,0.0,0.13
9340,bio freaks,ps,1998.0,action,gt interactive,0.07,0.05,0.0,0.01,0.13
9341,castlevania chronicles,ps,2001.0,platform,konami digital entertainment,0.07,0.05,0.0,0.01,0.13
9342,suzumiya haruhi no tomadoi,ps2,2008.0,adventure,banpresto,0.0,0.0,0.13,0.0,0.13
9343,mlb power pros 2008,wii,2008.0,sports,konami digital entertainment,0.12,0.0,0.01,0.01,0.13
9344,nhl 2k8,x360,2007.0,sports,take-two interactive,0.11,0.01,0.0,0.01,0.13
9345,dokapon kingdom,wii,2008.0,role-playing,sting,0.12,0.0,0.0,0.01,0.13
9346,bratz,gba,2002.0,platform,ubisoft,0.1,0.04,0.0,0.0,0.13
9347,go play: circus star,wii,2009.0,action,majesco entertainment,0.12,0.0,0.0,0.01,0.13
9348,king arthur,ps2,2004.0,action,konami digital entertainment,0.07,0.05,0.0,0.02,0.13
9349,winter stars,wii,2011.0,sports,deep silver,0.06,0.07,0.0,0.01,0.13
9350,hisshou pachinko*pachi-slot kouryaku series vol. 1: cr shinseiki evangelion,ps2,2005.0,misc,d3publisher,0.0,0.0,0.13,0.0,0.13
9351,the guy game,ps2,2004.0,misc,gathering of developers,0.07,0.05,0.0,0.02,0.13
9352,rurouni kenshin: enjou! kyoto rinne,ps2,2006.0,action,banpresto,0.0,0.0,0.13,0.0,0.13
9353,blade ii,xb,2002.0,action,activision,0.1,0.03,0.0,0.0,0.13
9354,suikoden: tsumugareshi hyakunen no toki,psp,2012.0,role-playing,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9355,baseball advance,gba,2002.0,sports,sega,0.1,0.04,0.0,0.0,0.13
9356,shonen jump's one piece: grand battle,ps2,2005.0,fighting,atari,0.07,0.05,0.0,0.02,0.13
9357,retro atari classics,ds,2005.0,misc,atari,0.12,0.0,0.0,0.01,0.13
9358,nhl 2k9,ps3,2008.0,sports,take-two interactive,0.11,0.01,0.0,0.01,0.13
9359,pro yaky? spirits 6,ps2,2009.0,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9360,freddi fish: abc under the sea,ds,2008.0,misc,atari,0.13,0.0,0.0,0.01,0.13
9361,puzzle kingdoms,ds,2009.0,puzzle,zoo digital publishing,0.12,0.0,0.0,0.01,0.13
9362,shovel knight,3ds,2015.0,platform,yacht club games,0.07,0.04,0.01,0.01,0.13
9363,hyperdimension idol neptunia pp,psv,2013.0,misc,namco bandai games,0.04,0.03,0.04,0.02,0.13
9364,paperboy / rampage,gba,2005.0,misc,zoo digital publishing,0.1,0.04,0.0,0.0,0.13
9365,shiren the wanderer 4 - god's eye and the demon's navel,ds,2010.0,role-playing,spike,0.0,0.0,0.13,0.0,0.13
9366,ben 10 galactic racing,3ds,2011.0,racing,d3publisher,0.07,0.06,0.0,0.01,0.13
9367,sentou kokka air land battle,ps,1995.0,strategy,sony computer entertainment,0.0,0.0,0.13,0.01,0.13
9368,ntra breeders' cup world thoroughbred championships,ps2,2005.0,simulation,bethesda softworks,0.07,0.05,0.0,0.02,0.13
9369,tak 2: the staff of dreams,xb,2004.0,platform,thq,0.1,0.03,0.0,0.0,0.13
9370,hulk hogan's main event,x360,2011.0,fighting,505 games,0.1,0.02,0.0,0.01,0.13
9371,transformers: devastation,xone,2015.0,action,activision,0.09,0.03,0.0,0.01,0.13
9372,euro truck simulator 2,pc,2012.0,action,scs software,0.0,0.12,0.0,0.02,0.13
9373,dmc: devil may cry,xone,2015.0,action,capcom,0.08,0.04,0.0,0.01,0.13
9374,wipeout 3 the game,wiiu,2012.0,action,activision,0.12,0.0,0.0,0.01,0.13
9375,ys: the ark of napishtim,ps2,2005.0,role-playing,konami digital entertainment,0.07,0.05,0.0,0.02,0.13
9376,peter jackson's king kong: the official game of the movie,ds,2005.0,action,ubisoft,0.12,0.0,0.0,0.01,0.13
9377,brain assist,ds,2007.0,misc,sega,0.12,0.0,0.0,0.01,0.13
9378,azure dreams,ps,1997.0,role-playing,konami digital entertainment,0.07,0.05,0.0,0.01,0.13
9379,rumble roses xx,x360,2006.0,fighting,konami digital entertainment,0.07,0.01,0.04,0.01,0.13
9380,space camp,wii,2009.0,action,activision,0.12,0.0,0.0,0.01,0.13
9381,singstar latino,ps2,2007.0,misc,sony computer entertainment,0.07,0.05,0.0,0.02,0.13
9382,bakugan: battle trainer,ds,2010.0,action,activision,0.12,0.0,0.0,0.01,0.13
9383,phantom brave: we meet again,wii,2009.0,role-playing,nippon ichi software,0.12,0.0,0.01,0.01,0.13
9384,monster rancher ds,ds,2008.0,role-playing,tecmo koei,0.08,0.0,0.05,0.01,0.13
9385,kurt warner's arena football unleashed,ps,2000.0,sports,midway games,0.07,0.05,0.0,0.01,0.13
9386,suite precure: melody collection,ds,2011.0,misc,namco bandai games,0.0,0.0,0.13,0.0,0.13
9387,shin megami tensei: devil summoner 2 - raidou kuzunoha vs. king abaddon,ps2,2008.0,role-playing,atlus,0.07,0.05,0.0,0.02,0.13
9388,nhl 2k9,ps2,2008.0,sports,take-two interactive,0.07,0.05,0.0,0.02,0.13
9389,venetica,x360,2010.0,role-playing,dtp entertainment,0.09,0.03,0.0,0.01,0.13
9390,disney's kim possible: kimmunicator,ds,2005.0,platform,disney interactive studios,0.11,0.01,0.0,0.01,0.13
9391,james bond 007: legends,wiiu,2012.0,shooter,activision,0.07,0.05,0.0,0.01,0.13
9392,rogue ops,xb,2003.0,action,kemco,0.1,0.03,0.0,0.0,0.13
9393,nba hoopz,ps,2001.0,sports,midway games,0.07,0.05,0.0,0.01,0.13
9394,transworld surf,xb,nan,sports,atari,0.1,0.03,0.0,0.0,0.13
9395,rugby 15,ps3,2015.0,sports,bigben interactive,0.02,0.09,0.0,0.02,0.13
9396,mlb 11: the show,ps2,2011.0,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13
9397,castrol honda superbike racing,ps,1998.0,racing,thq,0.07,0.05,0.0,0.01,0.13
9398,history civil war: secret missions,x360,2008.0,shooter,activision,0.12,0.0,0.0,0.01,0.13
9399,army men: green rogue,ps2,2001.0,action,3do,0.06,0.05,0.0,0.02,0.13
9400,my spanish coach,psp,2008.0,misc,ubisoft,0.12,0.0,0.0,0.01,0.13
9401,chessmaster,xb,2004.0,misc,ubisoft,0.1,0.03,0.0,0.0,0.13
9402,over the hedge: hammy goes nuts!,ds,2006.0,platform,activision,0.12,0.0,0.0,0.01,0.13
9403,fatal inertia,x360,2007.0,racing,tecmo koei,0.12,0.0,0.0,0.01,0.13
9404,superman: the man of steel,xb,2002.0,action,atari,0.1,0.03,0.0,0.0,0.13
9405,ken to mahou to gakuen mono. 3,psp,2010.0,role-playing,acquire,0.0,0.0,0.13,0.0,0.13
9406,greg hastings paintball 2,wii,2010.0,shooter,505 games,0.12,0.0,0.0,0.01,0.13
9407,the flintstones: bedrock bowling,ps,2000.0,sports,ubisoft,0.07,0.05,0.0,0.01,0.13
9408,teenage mutant ninja turtles: danger of the ooze,3ds,2014.0,adventure,activision,0.08,0.04,0.0,0.01,0.13
9409,nhl 2003,gc,2002.0,sports,electronic arts,0.1,0.03,0.0,0.0,0.13
9410,chicken run,ps,2000.0,adventure,eidos interactive,0.07,0.05,0.0,0.01,0.13
9411,scene it? bright lights! big screen!,ps3,2009.0,misc,warner bros. interactive entertainment,0.1,0.01,0.0,0.01,0.13
9412,my baby: first steps,wii,2009.0,simulation,southpeak games,0.12,0.0,0.0,0.01,0.13
9413,pro baseball spirits 2015,psv,2015.0,action,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9414,shining force iii,sat,1997.0,strategy,sega,0.0,0.0,0.13,0.0,0.13
9415,jikkyou powerful pro yakyuu 2011 ketteiban,psp,2011.0,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9416,tales of the heroes: twin brave,psp,2012.0,role-playing,namco bandai games,0.0,0.0,0.13,0.0,0.13
9417,wwe survivor series,gba,2004.0,fighting,thq,0.09,0.04,0.0,0.0,0.13
9418,kouchuu ouja mushi king: greatest champion e no michi ds 2,ds,2006.0,action,sega,0.0,0.0,0.13,0.0,0.13
9419,super robot wars bx,3ds,2015.0,action,namco bandai games,0.0,0.0,0.13,0.0,0.13
9420,persona 4: arena,x360,2012.0,fighting,atlus,0.08,0.02,0.03,0.01,0.13
9421,tomb raider: legend,xb,2006.0,action,eidos interactive,0.1,0.03,0.0,0.0,0.13
9422,nagano winter olympics '98,ps,1997.0,sports,konami digital entertainment,0.07,0.05,0.0,0.01,0.13
9423,destroy all humans! path of the furon,x360,2008.0,action,thq,0.08,0.04,0.0,0.01,0.13
9424,winning post 5,ps2,2001.0,sports,tecmo koei,0.0,0.0,0.13,0.0,0.13
9425,star wars: lethal alliance,psp,2006.0,action,ubisoft,0.11,0.01,0.0,0.01,0.13
9426,midnight mysteries: the edgar allan poe conspiracy,ds,2010.0,adventure,foreign media games,0.08,0.04,0.0,0.01,0.13
9427,all star cheer squad 2,wii,2009.0,sports,thq,0.12,0.0,0.0,0.01,0.13
9428,frogger beyond,gc,2002.0,platform,konami digital entertainment,0.1,0.03,0.0,0.0,0.13
9429,rpg maker ii,ps2,2002.0,role-playing,enterbrain,0.06,0.05,0.0,0.02,0.13
9430,resident evil: revelations 2,psv,2015.0,action,capcom,0.01,0.05,0.06,0.01,0.13
9431,spongebob's surf & skate roadtrip,ds,2011.0,action,thq,0.11,0.02,0.0,0.01,0.13
9432,destruction derby arenas,ps2,2004.0,racing,sony computer entertainment,0.06,0.05,0.0,0.02,0.13
9433,cabela's dangerous hunts 2009,x360,2008.0,sports,activision,0.12,0.0,0.0,0.01,0.13
9434,the unholy war,ps,1998.0,strategy,eidos interactive,0.07,0.05,0.0,0.01,0.13
9435,chuck e. cheese's game room,ds,2010.0,misc,ufo interactive,0.12,0.0,0.0,0.01,0.13
9436,wantame music channel: doko demo style,ds,2007.0,misc,capcom,0.0,0.0,0.13,0.0,0.13
9437,disney's winnie the pooh's rumbly tumbly adventure,gba,2005.0,platform,ubisoft,0.09,0.03,0.0,0.0,0.13
9438,shaman king: power of spirit,ps2,2004.0,adventure,konami digital entertainment,0.06,0.05,0.0,0.02,0.13
9439,eat lead: the return of matt hazard,ps3,2009.0,shooter,d3publisher,0.09,0.02,0.0,0.01,0.13
9440,attack on titan (koei),psv,2016.0,action,tecmo koei,0.0,0.0,0.13,0.0,0.13
9441,soccer tsuku ds: world challenge 2010,ds,2010.0,sports,sega,0.0,0.0,0.13,0.0,0.13
9442,family fortunes,wii,2009.0,misc,mindscape,0.0,0.12,0.0,0.01,0.13
9443,megamind: the blue defender,psp,2010.0,adventure,thq,0.08,0.03,0.0,0.02,0.13
9444,contra iii: the alien wars,snes,1992.0,shooter,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9445,dead to rights: reckoning,psp,2005.0,shooter,electronic arts,0.12,0.0,0.0,0.01,0.13
9446,the bigs 2,ps3,2009.0,sports,take-two interactive,0.12,0.0,0.0,0.01,0.13
9447,slime morimori dragon quest 3: taikaizoku to shippo dan,3ds,2011.0,role-playing,square enix,0.0,0.0,0.13,0.0,0.13
9448,amagami,ps2,2009.0,adventure,enterbrain,0.0,0.0,0.13,0.0,0.13
9449,diablo ii,pc,2000.0,role-playing,havas interactive,0.01,0.09,0.0,0.02,0.13
9450,how to train your dragon 2,ps3,2014.0,adventure,little orbit,0.03,0.08,0.0,0.02,0.13
9451,nba 08,ps3,2007.0,sports,sony computer entertainment,0.12,0.0,0.0,0.01,0.13
9452,the smurfs 2,x360,2013.0,platform,ubisoft,0.03,0.09,0.0,0.01,0.13
9453,neverdead,ps3,2012.0,shooter,konami digital entertainment,0.06,0.04,0.01,0.02,0.13
9454,no fear downhill mountain biking,ps,1998.0,sports,codemasters,0.07,0.05,0.0,0.01,0.13
9455,fire prowrestling,gba,2001.0,fighting,spike,0.09,0.03,0.0,0.0,0.13
9456,eternal poison (jp sales),ps2,2008.0,role-playing,banpresto,0.0,0.0,0.13,0.0,0.13
9457,mission: impossible - operation surma,xb,2003.0,platform,atari,0.1,0.03,0.0,0.0,0.13
9458,naruto shippuden: kizuna drive,psp,2010.0,action,namco bandai games,0.04,0.02,0.05,0.02,0.13
9459,the idolm@ster: one for all,ps3,2014.0,misc,namco bandai games,0.0,0.0,0.13,0.0,0.13
9460,mx 2002 featuring ricky carmichael,xb,2001.0,racing,thq,0.1,0.03,0.0,0.0,0.13
9461,indianapolis 500 legends,wii,2007.0,racing,destineer,0.12,0.0,0.0,0.01,0.13
9462,romance of the three kingdoms iv: wall of fire,ps,1995.0,strategy,tecmo koei,0.05,0.03,0.04,0.01,0.13
9463,illusion of gaia,snes,1993.0,role-playing,nintendo,0.0,0.0,0.13,0.0,0.13
9464,steel battalion: heavy armor,x360,2012.0,misc,capcom,0.08,0.03,0.02,0.01,0.13
9465,academy of champions: soccer,wii,2009.0,sports,ubisoft,0.1,0.02,0.0,0.01,0.13
9466,mega man anniversary collection,xb,2005.0,platform,capcom,0.1,0.03,0.0,0.0,0.13
9467,disney princess: enchanting storybooks,ds,2011.0,misc,thq,0.08,0.04,0.0,0.01,0.13
9468,sally's salon,ds,2008.0,simulation,capcom,0.12,0.0,0.0,0.01,0.13
9469,the oregon trail,3ds,2011.0,simulation,crave entertainment,0.12,0.0,0.0,0.01,0.13
9470,disruptor,ps,1995.0,shooter,interplay,0.07,0.05,0.0,0.01,0.13
9471,nba ballers: chosen one,ps3,2008.0,sports,midway games,0.12,0.0,0.0,0.01,0.13
9472,lovely lisa and friends,ds,2010.0,simulation,tomy corporation,0.12,0.0,0.0,0.01,0.13
9473,hasbro family fun pack,xone,2015.0,misc,ubisoft,0.1,0.02,0.0,0.01,0.13
9474,shrek smash n' crash racing,gc,2006.0,racing,activision,0.1,0.03,0.0,0.0,0.13
9475,under night in-birth,ps3,2014.0,fighting,nippon ichi software,0.06,0.02,0.04,0.02,0.13
9476,drakengard 2,ps2,2005.0,role-playing,ubisoft,0.06,0.05,0.0,0.02,0.13
9477,street fighter iv,pc,nan,fighting,capcom,0.07,0.04,0.0,0.02,0.13
9478,grand knights history,psp,2011.0,role-playing,marvelous interactive,0.0,0.0,0.13,0.0,0.13
9479,harvest moon ds (jp sales),ds,2005.0,simulation,rising star games,0.0,0.0,0.13,0.0,0.13
9480,summon night: twin age,ds,2007.0,role-playing,banpresto,0.07,0.0,0.05,0.01,0.13
9481,sin and punishment,n64,2000.0,shooter,nintendo,0.0,0.0,0.13,0.0,0.13
9482,nba jam 2000,n64,1999.0,sports,acclaim entertainment,0.12,0.01,0.0,0.0,0.13
9483,castlevania: legacy of darkness,n64,1999.0,platform,konami digital entertainment,0.06,0.02,0.05,0.0,0.13
9484,just dance: disney party,wii,2012.0,misc,ubisoft,0.01,0.1,0.0,0.02,0.13
9485,cabela's alaskan adventure,x360,2006.0,sports,activision,0.12,0.0,0.0,0.01,0.13
9486,rango: the video game,x360,2011.0,action,electronic arts,0.06,0.06,0.0,0.01,0.13
9487,shrek super party,xb,2002.0,misc,tdk mediactive,0.1,0.03,0.0,0.0,0.13
9488,sonic riders,xb,2006.0,racing,sega,0.1,0.03,0.0,0.0,0.13
9489,shimano xtreme fishing,wii,2009.0,sports,mastiff,0.12,0.0,0.0,0.01,0.13
9490,the history channel: great battles - medieval,x360,2010.0,strategy,slitherine software,0.08,0.04,0.0,0.01,0.13
9491,tron: evolution,psp,2010.0,action,disney interactive studios,0.09,0.02,0.0,0.02,0.13
9492,rally fusion: race of champions,ps2,2002.0,racing,activision,0.06,0.05,0.0,0.02,0.13
