video_game_key,title,genre,platform,publisher,year
10336,squinkies 2: adventure mall surprize!,platform,ds,activision,2011
10337,wizardry vi: bane of the cosmic forge,role-playing,snes,ascii entertainment,1995
10338,power pocket koushien,sports,ds,konami digital entertainment,2005
10339,gravity games bike: street vert dirt,sports,ps2,midway games,2002
10340,contact,role-playing,ds,rising star games,2006
10341,pro yaky? spirits 2010,sports,ps2,konami digital entertainment,2010
10342,princess debut,misc,ds,cave,2008
10343,my first dollhouse,misc,ds,505 games,2010
10344,cloudy with a chance of meatballs,platform,ps3,ubisoft,2009
10345,family party: 30 great games,misc,wii,d3publisher,2008
10346,top spin,sports,ps2,take-two interactive,2005
10347,derby stallion p,sports,psp,enterbrain,2006
10348,kenka bancho bros: tokyo battle royale,action,psp,spike,2012
10349,ufc: tapout 2,fighting,xb,capcom,2003
10350,adventure time: finn & jake investigations,action,ps3,little orbit,2015
10351,kamen rider: battride war ii,action,ps3,namco bandai games,2014
10352,kirarin * revolution: tsukutte misechao! kime * kira stage,simulation,ds,konami digital entertainment,2007
10353,thrillville: off the rails,strategy,psp,lucasarts,2007
10354,imagine: soccer captain,sports,ds,ubisoft,2009
10355,jikkyou powerful pro yakyuu 10,sports,gc,konami digital entertainment,2003
10356,vexx,platform,xb,acclaim entertainment,2003
10357,f1 career challenge,racing,ps2,electronic arts,2003
10358,taiko no tatsujin: v version,action,psv,namco bandai games,2015
10359,pariah,action,xb,hip interactive,2005
10360,cabela's outdoor adventures,sports,xb,zoo digital publishing,2005
10361,agatha christie: the abc murders,adventure,ds,jowood productions,2009
10362,metal slug 3,shooter,xb,ignition entertainment,2004
10363,the smurfs 2,platform,wii,ubisoft,2013
10364,motocross mania 3,racing,ps2,take-two interactive,2004
10365,fatal frame 2: wii edition,action,wii,nintendo,2012
10366,dancing on ice,sports,wii,ghostlight,2010
10367,pro yakyuu famista ds 2009,sports,ds,namco bandai games,2009
10368,banjo-pilot,racing,gba,thq,2005
10369,family feud: 2012 edition,misc,x360,ubisoft,2011
10370,gallop racer 2006,sports,ps2,tecmo koei,2005
10371,army corps of hell,action,psv,square enix,2011
10372,frogger: ancient shadow,platform,ps2,konami digital entertainment,2005
10373,digimon story: lost evolution,role-playing,ds,namco bandai games,2010
10374,exit ds,puzzle,ds,square enix,2008
10375,ski-doo snowmobile challenge,racing,ps3,pqube,2009
10376,universe at war: earth assault,action,x360,sega,2008
10377,despicable me: the game,platform,ps2,d3publisher,2010
10378,metal arms: glitch in the system,shooter,gc,vivendi games,2003
10379,the whispered world,adventure,pc,deep silver,2009
10380,tom clancy's splinter cell: chaos theory,action,gc,ubisoft,2005
10381,learn chess,misc,ds,dreamcatcher interactive,2009
10382,happy feet two,action,ps3,warner bros. interactive entertainment,0
10383,escape from monkey island,adventure,ps2,lucasarts,2001
10384,leisure suit larry: box office bust,adventure,ps3,codemasters,2009
10385,the wolf among us,adventure,ps3,telltale games,2014
10386,mickey's speedway usa (weekly jp sales),racing,n64,nintendo,2000
10387,who wants to be a millionaire: 3rd edition,misc,wii,ubisoft,2010
10388,boku no natsuyasumi portable: mushi mushi hakase to teppen-yama no himitsu!!,adventure,psp,sony computer entertainment,2006
10389,miami law,adventure,ds,konami digital entertainment,2009
10390,macross 30: ginga o tsunagu utagoe,shooter,ps3,namco bandai games,2013
10391,kidou senshi gundam uc,action,ps3,namco bandai games,2012
10392,yu-gi-oh! 5d's wheelie breakers,racing,wii,konami digital entertainment,2009
10393,nicktoons: mlb,sports,ds,take-two interactive,2011
10394,gretzky nhl,sports,psp,sony computer entertainment,2005
10395,corvette evolution gt,racing,ds,black bean games,2008
10396,may's mystery: forbidden memories,puzzle,ds,mastertronic,2011
10397,pictoimage,puzzle,ds,sega,2007
10398,etrian odyssey ii: heroes of lagaard,role-playing,3ds,atlus,2014
10399,ridge racer 2,racing,psp,sony computer entertainment,2006
10400,momotarou dentetsu 16,misc,wii,hudson soft,2007
10401,igor: the game,adventure,wii,cdv software entertainment,2008
10402,dropship: united peace force,simulation,ps2,sony computer entertainment,2002
10403,road rash: jailbreak,racing,gba,zoo digital publishing,2003
10404,rome: total war,strategy,pc,activision,2004
10405,green lantern: rise of the manhunters,action,wii,warner bros. interactive entertainment,2011
10406,castlevania: lords of shadow 2,action,x360,konami digital entertainment,2014
10407,lucha libre aaa: heroes del ring,fighting,ps3,konami digital entertainment,2010
10408,syberia,action,xb,microids,2003
10409,g1 jockey 3,sports,ps2,thq,2002
10410,shrek: forever after,platform,x360,activision,2010
10411,atsumare! power pro kun no ds koushien,sports,ds,,0
10412,revolution x,shooter,ps,acclaim entertainment,1995
10413,myst,adventure,ds,midway games,2007
10414,little battlers experience w,role-playing,3ds,level 5,2013
10415,riviera: the promised land,role-playing,gba,sting,2004
10416,risen 3: titan lords,role-playing,ps3,deep silver,2014
10417,top gun: combat zones,simulation,gba,mastiff,2004
10418,bujingai: the forsaken city,fighting,ps2,505 games,2003
10419,doko demo issho,misc,psp,sony computer entertainment,2004
10420,alvin and the chipmunks: the squeakquel,misc,wii,majesco entertainment,2009
10421,the story of noah's ark,action,ds,southpeak games,2010
10422,brooktown high: senior year,simulation,psp,konami digital entertainment,2007
10423,astro boy: the video game,action,ds,d3publisher,2009
10424,zombie army trilogy,shooter,xone,rebellion developments,2015
10425,beyond good & evil,adventure,xb,ubisoft,2003
10426,blitz: the league ii,sports,x360,midway games,2008
10427,death by degrees,action,ps2,sony computer entertainment,2005
10428,vandal hearts ii,strategy,ps,konami digital entertainment,1999
10429,gouketuji ichizoku 2: chottodake saikyou densetsu,fighting,ps,atlus,1995
10430,samurai warriors chronicles 2nd,action,3ds,ubisoft annecy,2012
10431,medal of honor: vanguard,shooter,wii,electronic arts,2007
10432,toaru majutsu no index,adventure,psp,kadokawa shoten,2011
10433,dora's cooking club,misc,ds,take-two interactive,2010
10434,esa game pack,misc,ps3,sony computer entertainment,2010
10435,america's next top model,action,ds,eidos interactive,2008
10436,god eater 2: rage burst,role-playing,ps4,namco bandai games,2015
10437,uta no prince-sama: music,misc,psp,broccoli,2011
10438,uno / skip-bo / uno freefall,misc,ds,zoo digital publishing,2006
10439,culdcept ds,strategy,ds,sega,2008
10440,colin mcrae rally 04,racing,xb,codemasters,2004
10441,monster jam: maximum destruction,racing,gba,ubisoft,2002
10442,the king of fighters: dream match 1999,fighting,dc,snk,1999
10443,fifa street,sports,xb,electronic arts,2005
10444,truth or lies,misc,wii,thq,2010
10445,weiss schwarz portable,strategy,psp,namco bandai games,2011
10446,kirarin * revolution: mezase! idol queen,simulation,ds,konami digital entertainment,2007
10447,dungeons & dragons tactics,strategy,psp,atari,2007
10448,x-men: children of the atom,fighting,ps,acclaim entertainment,1998
10449,hot wheels: stunt track challenge,racing,xb,thq,2004
10450,dora & kai-lan's pet shelter,strategy,ds,take-two interactive,2011
10451,dj max fever,misc,psp,pm studios,2009
10452,math blaster in the prime adventure,misc,ds,majesco entertainment,2009
10453,football director ds,sports,ds,pinnacle,2008
10454,shellshock,action,ps,core design ltd.,1995
10455,blue stinger,adventure,dc,activision,1999
10456,yggdra union: we'll never fight alone,role-playing,psp,sting,2008
10457,the destiny of zorro,action,wii,505 games,2009
10458,hot wheels ultimate racing,action,psp,activision,2007
10459,capcom vs. snk 2 eo,fighting,xb,capcom,2003
10460,inazuma eleven go strikers 2013,role-playing,wii,level 5,2012
10461,metal gear solid hd edition,action,ps3,konami digital entertainment,2011
10462,hunter: the reckoning,action,gc,virgin interactive,2002
10463,daito giken koushiki pachi-slot simulator: hihouden - ossu! banchou - yoshimune ds,misc,ds,paon,2007
10464,urban chaos,action,ps,eidos interactive,1999
10465,creeper world 3: arc eternal,strategy,wii,namco bandai games,2009
10466,monkey mischief! party time,misc,wii,activision,2008
10467,draglade,fighting,ds,505 games,2007
10468,ds kageyama method: dennou hanpuku - tadashii kanji kakitori-kun,misc,ds,shogakukan,2007
10469,water sports,action,wii,avanquest,2009
10470,freaky flyers,racing,ps2,midway games,2003
10471,e·o·e: eve of extinction,fighting,ps2,eidos interactive,2002
10472,pro evolution soccer 2016,sports,xone,konami digital entertainment,2015
10473,dark summit,sports,xb,thq,2001
10474,penguin no mondai: the world,adventure,ds,konami digital entertainment,2010
10475,yaiba: ninja gaiden z,action,ps3,tecmo koei,2014
10476,flushed away,platform,ds,d3publisher,2006
10477,surf's up,sports,x360,ubisoft,2007
10478,hakuouki portable,adventure,psp,idea factory,2009
10479,nhl 2004,sports,gc,electronic arts,2003
10480,fallout 3 game add-on pack: the pitt and operation: anchorage,role-playing,x360,bethesda softworks,2009
10481,cabela's adventure camp,misc,x360,activision,2011
10482,korg ds-10 synthesizer plus,misc,ds,aq interactive,2009
10483,world snooker championship 2007,sports,ps3,sega,2007
10484,x-men: the official game,action,xb,activision,2006
10485,rlh: run like hell,shooter,ps2,virgin interactive,2002
10486,digimon adventure,role-playing,psp,namco bandai games,2013
10487,doom 3,shooter,pc,activision,2004
10488,the ant bully,platform,ps2,midway games,2006
10489,conflict: global terror,shooter,xb,sci,2005
10490,minority report: everybody runs,action,gc,activision,2002
10491,monster rancher evo,role-playing,ps2,tecmo koei,2005
10492,project hacker: kakusei,action,ds,nintendo,2006
10493,pajama sam: don't fear the dark,adventure,wii,atari,2008
10494,grid autosport,racing,x360,codemasters,2014
10495,world series of poker 2008: battle for the bracelets,misc,ps3,activision,2007
10496,wasteland 2,role-playing,ps4,deep silver,2015
10497,guitar hero: van halen,misc,ps2,activision,2009
10498,olympic summer games: atlanta 1996,sports,ps,u.s. gold,1996
10499,little league world series baseball 2008,sports,wii,activision,2008
10500,disney's the haunted mansion,platform,gc,take-two interactive,2003
10501,tatsunoko vs. capcom: cross generation of heroes,fighting,wii,capcom,2008
10502,alvin and the chipmunks: chipwrecked,misc,x360,505 games,2011
10503,darius gaiden,shooter,sat,acclaim entertainment,1995
10504,all kamen rider: rider generation 2,action,ds,namco bandai games,2012
10505,beach spikers: virtua beach volleyball,sports,gc,sega,2002
10506,total war: warhammer,strategy,pc,sega,2016
10507,tom clancy's ghost recon: predator,shooter,psp,ubisoft,2010
10508,you don't know jack: mock 2,misc,ps,vivendi games,2000
10509,blue dragon: awakened shadow,role-playing,ds,namco bandai games,2009
10510,3d tank warfare simulator panzer front,simulation,ps,avalon interactive,1999
10511,[prototype 2],action,pc,activision,2012
10512,nascar the game: inside line,racing,x360,activision,2012
10513,sudoku mania,puzzle,ds,zoo digital publishing,2006
10514,blades of time,action,ps3,konami digital entertainment,2012
10515,rolling stone: drum king,misc,wii,505 games,2009
10516,jade cocoon 2,role-playing,ps2,ubisoft,2001
10517,lord of apocalypse,role-playing,psv,square enix,2011
10518,bejeweled twist,puzzle,ds,popcap games,2010
10519,rock band 3,misc,ds,mtv games,2010
10520,kabushiki baibai trainer: kabutore!,simulation,ds,konami digital entertainment,2006
10521,sword & sorcery,role-playing,sat,micro cabin,1996
10522,van helsing,action,gba,activision,2004
10523,nfl tour,sports,x360,electronic arts,2008
10524,bee movie game,action,ps2,activision,2007
10525,nba live 16,sports,xone,electronic arts,2015
10526,spider-man: web of shadows,action,ds,activision,2008
10527,bullet witch,shooter,x360,atari,2006
10528,usa today puzzle craze,puzzle,ds,destineer,2009
10529,machi-ing maker 3 x tousouchuu,simulation,psp,d3publisher,2010
10530,kelly slater's pro surfer,sports,xb,activision,2002
10531,snk vs. capcom: svc chaos,fighting,xb,ignition entertainment,2004
10532,codename: kids next door: operation v.i.d.e.o.g.a.m.e.,platform,ps2,global star,2005
10533,choujikuu yousai macross: ai oboete imasu ka,shooter,sat,namco bandai games,1997
10534,vanishing point,racing,ps,acclaim entertainment,2001
10535,score international baja 1000: the official game,racing,wii,activision,2008
10536,dragonseeds,action,ps,jaleco,1998
10537,the bard's tale,role-playing,xb,ubisoft,2004
10538,opoona,role-playing,wii,tecmo koei,2007
10539,big league sports,sports,wii,activision,2008
10540,nail'd,racing,x360,deep silver,2010
10541,nodame cantabile,misc,ds,namco bandai games,2007
10542,alien hominid,shooter,ps2,zoo digital publishing,2004
10543,record of agarest war zero,strategy,x360,compile heart,2010
10544,l'aigle de guerre,strategy,gba,nintendo,2001
10545,jeopardy!,misc,n64,gametek,1998
10546,disney's donald duck: goin' quackers,platform,n64,ubisoft,2000
10547,aidyn chronicles: the first mage,role-playing,n64,thq,2001
10548,aquapazza: aquaplus dream match,fighting,ps3,aqua plus,2012
10549,virtual pool 64,sports,n64,crave entertainment,1998
10550,indy racing 2000,racing,n64,infogrames,2000
10551,flying dragon,fighting,n64,natsume,1997
10552,international superstar soccer 64 (weekly jp sales),sports,n64,konami digital entertainment,1997
10553,lode runner 3-d,action,n64,infogrames,1998
10554,the history channel: civil war - secret missions,shooter,ps3,activision,2008
10555,gt64 championship edition,racing,n64,ocean,1998
10556,milo's astro lanes,sports,n64,interplay,1998
10557,gekido,fighting,ps,infogrames,1999
10558,harry potter and the deathly hallows - part 1,action,pc,electronic arts,2010
10559,fifi and the flowertots,misc,ds,avanquest,2009
10560,disney's the jungle book,platform,gba,ubisoft,2002
10561,king of clubs: mini golf,sports,wii,oxygen interactive,2008
10562,ultimate marvel vs. capcom 3,fighting,ps3,capcom,2011
10563,cate west: the vanishing files,adventure,ds,oxygen interactive,2008
10564,army men world war: team assault,action,ps,3do,2001
10565,tom clancy's splinter cell,action,gba,ubisoft,2003
10566,harry potter and the deathly hallows - part 2,action,pc,electronic arts,2011
10567,nhl 2k6,sports,x360,take-two interactive,2005
10568,marvel vs. capcom: clash of super heroes,fighting,dc,capcom,1999
10569,nba ballers: rebound,sports,psp,midway games,2006
10570,king's field: the ancient city,role-playing,ps2,metro 3d,2001
10571,lego rock raiders,strategy,ps,lego media,1999
10572,silent scope complete,shooter,xb,konami digital entertainment,2004
10573,digimon all-star rumble,fighting,ps3,namco bandai games,2014
10574,ghost in the shell,simulation,ps,sony computer entertainment,1997
10575,atelier sophie: the alchemist of the mysterious book,role-playing,ps4,tecmo koei,2015
10576,marvel super hero squad: the infinity gauntlet,action,3ds,thq,2011
10577,evil dead: fistfull of boomstick,action,xb,thq,2003
10578,tom clancy's classic trilogy,shooter,xb,ubisoft,2004
10579,harvest moon ds cute (jp sales),simulation,ds,marvelous interactive,2005
10580,bleach: dark souls (jp sales),fighting,ds,sega,2007
10581,indigo prophecy,adventure,xb,atari,2005
10582,nascar '14,racing,ps3,deep silver,2014
10583,kiku! kaku! kotoba o fuyasu! hajimete no eigo training,misc,ds,benesse,2007
10584,over the hedge,platform,xb,activision,2006
10585,sneakers,puzzle,xb,microsoft game studios,2002
10586,sword art online: lost song,role-playing,ps3,namco bandai games,2015
10587,crime crackers,role-playing,ps,sony computer entertainment,1994
10588,earth defense force 2025.1: the shadow of new despair,action,ps4,d3publisher,2015
10589,pro evolution soccer 2013,sports,wii,konami digital entertainment,2012
10590,micro machines v3,racing,ps,codemasters,1997
10591,alvin and the chipmunks: chipwrecked,misc,wii,505 games,2011
10592,college hoops 2k6,sports,xb,take-two interactive,2005
10593,"sakura wars 2: kimi, shinitamou koto nakare",adventure,dc,sega,2000
10594,natgeo challenge! wild life,misc,ps3,black bean games,2010
10595,idol janshi suchie-pai remix,misc,sat,jaleco,1995
10596,kung fu panda 2,action,ps3,thq,2011
10597,star wars: lethal alliance,action,ds,ubisoft,2006
10598,exhibition volume 03,misc,xb,microsoft game studios,2003
10599,zero4 champ rr-z,racing,snes,media rings,1995
10600,initial d: street stage,racing,psp,sega,2006
10601,tales of innocence r,role-playing,psv,namco bandai games,2012
10602,generator rex: agent of providence,action,3ds,activision,2011
10603,petz hamsterz superstarz,simulation,ds,ubisoft,2009
10604,neverdead,shooter,x360,konami digital entertainment,2012
10605,happy feet two,action,x360,warner bros. interactive entertainment,0
10606,age of empires ii: the age of kings,strategy,pc,microsoft game studios,1999
10607,"warhammer 40,000: dawn of war ii - chaos rising",strategy,pc,thq,2010
10608,predator: concrete jungle,action,xb,vivendi games,2005
10609,csi: hard evidence,adventure,x360,ubisoft,2007
10610,f1 2014,racing,pc,codemasters,2014
10611,code lyoko: quest for infinity,action,wii,game factory,2007
10612,fate/hollow ataraxia,adventure,psv,type-moon,2014
10613,lucky * star: ryouou gakuen outousai,adventure,ps2,kadokawa shoten,2008
10614,scribblenauts unmasked: a dc comics adventure,puzzle,3ds,warner bros. interactive entertainment,2013
10615,murder in venice,adventure,ds,city interactive,2011
10616,nancy drew: the model mysteries,puzzle,ds,thq,2010
10617,ride,racing,xone,milestone s.r.l.,2015
10618,naruto shippuden: gekito ninja taisen! ex,fighting,wii,takara tomy,2007
10619,universal studios theme parks adventure,misc,gc,kemco,2001
10620,nihon keizai shinbunsha kanshuu: shiranai mamade wa son o suru mono ya okane no shikumi ds,misc,ds,nintendo,2009
10621,little league world series baseball 2010,sports,x360,activision,2010
10622,piglet's big game,platform,ps2,gotham games,2003
10623,real bout garou densetsu,fighting,sat,snk,1996
10624,arcania: gothic 4,role-playing,x360,jowood productions,2010
10625,ben 10 galactic racing,racing,x360,d3publisher,2011
10626,project fifa world cup,sports,ps2,electronic arts,2002
10627,system flaw,shooter,ds,enjoy gaming ltd.,2009
10628,rio,misc,x360,thq,2011
10629,rocky: legends,action,xb,ubisoft,2004
10630,lord of apocalypse,role-playing,psp,square enix,2011
10631,the bigs 2,sports,psp,take-two interactive,2009
10632,horse life adventures,simulation,ds,deep silver,2008
10633,icarly 2: ijoin the click!,adventure,wii,activision,2010
10634,burnout paradise: the ultimate box,racing,pc,electronic arts,2009
10635,famicom mini: famicom tantei club part ii - ushiro ni tatsu shoujo zenkouhen,adventure,gba,nintendo,2004
10636,the secret saturdays: beasts of the 5th sun,action,wii,d3publisher,2009
10637,winter stars,sports,x360,deep silver,2011
10638,higurashi no nakukoru ni kizuna: dai-ni-kan - sou,adventure,ds,alchemist,2008
10639,star trek: shattered universe,simulation,ps2,global star,2004
10640,the land before time: great valley racing adventure,racing,ps,tdk mediactive,2001
10641,ultra street fighter iv,fighting,ps4,capcom,2015
10642,animal planet: vet life,simulation,wii,activision,2009
10643,cubic ninja,platform,3ds,ubisoft,2011
10644,championship pony,simulation,ds,"destination software, inc",2008
10645,harvest moon: frantic farming,puzzle,ds,rising star games,2009
10646,rise of the tomb raider,adventure,pc,square enix,2016
10647,pinball hall of fame: the williams collection,misc,3ds,crave entertainment,2011
10648,power stone collection,action,psp,capcom,2006
10649,mtx mototrax,racing,xb,activision,2004
10650,blast chamber,shooter,ps,activision,1996
10651,thor: god of thunder,action,3ds,sega,2011
10652,mana khemia: student alliance,role-playing,psp,nippon ichi software,2008
10653,retro game challenge (us sales),action,ds,namco bandai games,2007
10654,eyetoy: operation spy,action,ps2,sony computer entertainment,2005
10655,zoo tycoon (2013),simulation,x360,microsoft game studios,2013
10656,motogp 07,racing,ps2,capcom,2007
10657,touch detective,adventure,ds,505 games,2006
10658,option tuning car battle,racing,ps,mto,1998
10659,rapala pro bass fishing 2010,sports,ds,activision,2010
10660,derby jockey 2,sports,snes,asmik corp,1995
10661,famicom mini: mappy,platform,gba,nintendo,2004
10662,reign of fire,shooter,xb,bam! entertainment,2002
10663,descent maximum,shooter,ps,interplay productions,1997
10664,disney sing it! high school musical 3: senior year,misc,x360,disney interactive studios,2009
10665,"blast works: build, trade, destroy",shooter,wii,eidos interactive,2008
10666,resident evil: revelations 2,action,xone,capcom,2015
10667,major league baseball 2k11,sports,ds,take-two interactive,2011
10668,shining force exa,role-playing,ps2,sega,2007
10669,virtual pro wrestling,fighting,ps,asmik ace entertainment,1996
10670,wasteland 2,role-playing,pc,inxile entertainment,2015
10671,shadow tower,role-playing,ps,from software,1998
10672,ninja reflex,action,ds,electronic arts,2008
10673,dragon ball: evolution,fighting,psp,namco bandai games,2009
10674,red bull bc one,misc,ds,playlogic game factory,2008
10675,heatseeker,action,wii,codemasters,2007
10676,watchmen: the end is nigh part 1 & 2,action,x360,warner bros. interactive entertainment,2009
10677,ford racing 3,racing,ds,zoo digital publishing,2005
10678,ice age 2: the meltdown,platform,xb,vivendi games,2006
10679,guilty gear isuka,fighting,ps2,505 games,2004
10680,mysims skyheroes,action,x360,electronic arts,2010
10681,nascar unleashed,racing,ps3,activision,2011
10682,shadow master,adventure,ps,psygnosis,1997
10683,global touring challenge: africa,racing,ps2,rage software,2001
10684,jikkyou powerful pro yakyuu 2013,sports,psv,konami digital entertainment,2013
10685,dead or alive 5,fighting,psv,tecmo koei,2013
10686,tokimeki memorial: taisen pazurudama,puzzle,ps,konami digital entertainment,1996
10687,inuyasha: secret of the divine jewel,role-playing,ds,namco bandai games,2007
10688,motogp 2,racing,xb,thq,2003
10689,pro yakyuu famista ds,sports,ds,namco bandai games,2007
10690,ultimate muscle - the kinnikuman legacy: the path of the superhero,fighting,gba,banpresto,2002
10691,bit.trip complete,misc,wii,rising star games,2011
10692,eyecreate,misc,ps3,sony computer entertainment,2007
10693,skylanders: spyro's adventure,action,pc,activision,2011
10694,paws & claws: pet vet,simulation,wii,thq,2009
10695,touch mechanic,simulation,ds,nintendo,2008
10696,ciel nosurge: ushinawareta hoshi e sasagu uta,adventure,psv,gust,2012
10697,ar tonelico: melody of elemia,role-playing,ps2,505 games,2006
10698,man vs. wild,action,x360,crave entertainment,2011
10699,sol trigger,role-playing,psp,image epoch,2012
10700,pony friends 2,simulation,wii,eidos interactive,2009
10701,castlevania double pack,platform,gba,konami digital entertainment,2006
10702,ballistic: ecks vs. sever,shooter,gba,bam! entertainment,2002
10703,jikkyou powerful pro yakyuu 11,sports,gc,konami digital entertainment,2004
10704,steel battalion,simulation,xb,microsoft game studios,2002
10705,glory days 2,strategy,ds,ghostlight,2007
10706,johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama,action,ds,blast! entertainment ltd,2009
10707,street fighter collection,fighting,ps,capcom,1997
10708,thinksmart,misc,ds,conspiracy entertainment,2010
10709,digimon story: super xros wars blue/red,role-playing,ds,namco bandai games,2011
10710,tennis no oji-sama: motto gakuensai no ouji-sama - more sweet edition,sports,ds,konami digital entertainment,2010
10711,mind quiz,action,psp,ubisoft,2006
10712,populous ds,strategy,ds,rising star games,2008
10713,who wants to be a millionaire?,misc,x360,ubisoft,2011
10714,bladestorm: the hundred years' war,action,x360,tecmo koei,2007
10715,cartoon network: punch time explosion,fighting,3ds,deep silver,2011
10716,imagine: reporter,simulation,ds,ubisoft,2010
10717,disney planes fire & rescue,action,3ds,disney interactive studios,2014
10718,mx superfly featuring ricky carmichael,racing,xb,thq,2002
10719,gokuhou!! mecha mote iinchou: mm town de miracle change!,simulation,ds,konami digital entertainment,2009
10720,natural doctrine,role-playing,ps4,nippon ichi software,2014
10721,snk vs. capcom card fighters ds,strategy,ds,ignition entertainment,2006
10722,mystery stories: curse of the ancient spirits,adventure,ds,gsp,2011
10723,kuroko's basketball: miracle game,sports,3ds,namco bandai games,2014
10724,minority report: everybody runs,action,xb,activision,2002
10725,mindjack,shooter,x360,square enix,2011
10726,recore,action,xone,microsoft game studios,2016
10727,nascar,racing,psp,electronic arts,2006
10728,halo 2,shooter,pc,microsoft game studios,2007
10729,shox,racing,ps2,electronic arts,2002
10730,unou no tatsujin: soukai! machigai museum 2,misc,ds,namco bandai games,2007
10731,playboy: the mansion,simulation,xb,ubisoft,2005
10732,the x-factor,misc,x360,deep silver,2010
10733,gundam breaker,action,psv,namco bandai games,2013
10734,neo atlas,strategy,ps,artdink,1998
10735,jaws: ultimate predator,action,wii,majesco entertainment,2011
10736,disney's aladdin in nasira's revenge,action,ps,sony computer entertainment,2000
10737,kiniro no corda 3,adventure,psp,tecmo koei,2010
10738,seaworld adventure parks: shamu's deep sea adventure,adventure,gc,activision,2005
10739,taiko no tatsujin: don don! mystery adventure,action,3ds,namco bandai games,2016
10740,winning post 6,sports,ps2,tecmo koei,2003
10741,egg monster hero,role-playing,ds,square enix,0
10742,rock band country track pack 2,misc,wii,mtv games,2011
10743,darkest of days,shooter,x360,phantom efx,2009
10744,whacked!,misc,xb,microsoft game studios,2002
10745,ghostbusters: the video game (ds version),action,pc,take-two interactive,2010
10746,barnyard,action,ps2,thq,2006
10747,big league sports: summer,sports,wii,activision,2009
10748,angry birds: rio,puzzle,pc,focus home interactive,2011
10749,dance on broadway,misc,ps3,ubisoft,2011
10750,risen 3: titan lords,role-playing,pc,deep silver,2014
10751,dungeons,strategy,pc,kalypso media,2011
10752,pac-man world 3,platform,gc,namco bandai games,2005
10753,singstar apres-ski party 2,misc,ps3,sony computer entertainment,2010
10754,raven squad: operation hidden dagger,shooter,x360,evolved games,2009
10755,rocky,fighting,gc,rage software,2002
10756,gundam breaker 3,action,ps4,namco bandai games,2016
10757,crash 'n' burn,racing,xb,eidos interactive,2004
10758,medieval ii: total war,strategy,pc,sega,2006
10759,nfl blitz 20-02,sports,xb,midway games,2002
10760,metal fight beyblade,action,ds,hudson soft,2009
10761,robots,action,xb,vivendi games,2005
10762,speed kings,racing,ps2,acclaim entertainment,2003
10763,monopoly collection,misc,wii,electronic arts,2011
10764,the king of fighters xiv,fighting,ps4,deep silver,2016
10765,langrisser v: the end of legend,strategy,sat,ncs,1998
10766,fifa street 3,sports,ds,electronic arts,2008
10767,photokano,adventure,psp,kadokawa shoten,2012
10768,ouchi mainichi tamagotchi,action,3ds,namco bandai games,2012
10769,fresh precure! asobi collection,action,ds,namco bandai games,2009
10770,populous: the beginning,strategy,ps,electronic arts,1998
10771,rygar: the battle of argus,action,wii,rising star games,2008
10772,chess,strategy,ps,success,2001
10773,rosco mcqueen: firefighter extreme,action,ps,sony computer entertainment,1997
10774,terranigma,role-playing,snes,nintendo,1995
10775,pac-man and the ghostly adventures,platform,3ds,namco bandai games,2013
10776,the voice,action,wiiu,activision,2014
10777,forever kingdom,role-playing,ps2,from software,2001
10778,blitz: overtime,sports,psp,midway games,2006
10779,cabela's north american adventures,sports,psp,activision,2010
10780,altered beast: guardian of the realms,action,gba,thq,2002
10781,field & stream: total outdoorsman challenge,sports,x360,505 games,2010
10782,wordmaster,strategy,ds,zoo digital publishing,2008
10783,shining tears,role-playing,ps2,sega,2004
10784,motogp,racing,xb,thq,2002
10785,scaler,platform,ps2,take-two interactive,2004
10786,gradius v,shooter,ps2,konami digital entertainment,2004
10787,x-com: ufo defense,strategy,ps,microprose,1995
10788,raiden fighters aces,shooter,x360,valcon games,2008
10789,scooby-doo! who's watching who?,adventure,ds,thq,2006
10790,world cup '98 france: road to win,sports,sat,sega,1998
10791,mlb slugfest 20-04,sports,xb,midway games,2003
10792,barbie and the magic of pegasus,action,gba,vivendi games,2005
10793,sd gundam g generation ds,role-playing,ds,namco bandai games,2005
10794,adventure time: finn & jake investigations,action,x360,little orbit,2015
10795,bleach: heat the soul,fighting,psp,sony computer entertainment,2005
10796,fishing master world tour,sports,wii,hudson entertainment,2009
10797,psychonauts,platform,ps2,majesco entertainment,2005
10798,harvey birdman: attorney at law,adventure,psp,capcom,2008
10799,world stadium 5,sports,ps,namco bandai games,2001
10800,the legend of heroes: a tear of vermillion,role-playing,psp,namco bandai games,2005
10801,digimon world: next order,action,psv,namco bandai games,2016
10802,the amazing spider-man (console version),action,wiiu,activision,2013
10803,the crew: wild run,action,ps4,ubisoft,2015
10804,espn nba 2night,sports,ps2,konami digital entertainment,2000
10805,uta no prince-sama: debut,adventure,psp,broccoli,2012
10806,galactic taz ball,platform,ds,warner bros. interactive entertainment,2010
10807,freekstyle,racing,gc,electronic arts,2002
10808,ford mustang: the legend lives,racing,xb,take-two interactive,2005
10809,virtua fighter cg portrait series vol.3: akira yuki,misc,sat,sega,1995
10810,digimon rumble arena 2,fighting,ps2,atari,2004
10811,scooby-doo! unmasked,platform,ds,thq,2005
10812,dora the explorer: dora saves the crystal kingdom,misc,ps2,take-two interactive,2009
